300234062428050,2015,262.355,84.5027,115.672,40.1835,528.869,0.139139,0.089778,0.1063,0.1063
300234062428050,2015,262.397,84.4972,115.685,38.2167,729.752,0.211155,0.130628,0.1659,0.1659
300234062428050,2015,262.438,84.4903,115.696,30.7499,826.964,0.233408,0.11934,0.200592,0.200592
300234062428050,2015,262.48,84.4822,115.695,19.9413,984.549,0.26502,0.0903871,0.24913,0.24913
300234062428050,2015,262.524,84.473,115.675,8.9934,1115.41,0.280676,0.0438755,0.277226,0.277226
300234062428050,2015,262.565,84.4642,115.64,359.614,990.611,0.318422,-0.00214456,0.318415,0.318415
300234062428050,2015,262.605,84.4563,115.597,355.334,1004.69,0.270441,-0.0219979,0.269545,0.269545
300234062428050,2015,262.646,84.4489,115.552,355.601,898.821,0.253761,-0.0194648,0.253013,0.253013
300234062428050,2015,262.688,84.4424,115.515,357.417,756.759,0.213593,-0.00962631,0.213376,0.213376
300234062428050,2015,262.73,84.4367,115.491,9.61894,624.841,0.168194,0.0281043,0.165829,0.165829
300234062428050,2015,262.771,84.4311,115.482,23.3687,646.09,0.182408,0.0723515,0.167446,0.167446
300234062428050,2015,262.812,84.4248,115.483,29.9054,759.222,0.214288,0.106837,0.185755,0.185755
300234062428050,2015,262.854,84.4174,115.494,36.6641,907.671,0.250116,0.14935,0.200631,0.200631
300234062428050,2015,262.896,84.4089,115.51,34.7545,1015,0.279768,0.159485,0.229858,0.229858
300234062428050,2015,262.938,84.3993,115.519,27.4965,1136.13,0.32067,0.148051,0.284446,0.284446
300234062428050,2015,262.979,84.3889,115.515,18.974,1187.68,0.327275,0.10641,0.309493,0.309493
300234062428050,2015,263.022,84.3785,115.495,11.3394,1170.85,0.315168,0.0619686,0.309016,0.309016
300234062428050,2015,263.063,84.3684,115.463,4.86837,1188.84,0.335641,0.0284848,0.33443,0.33443
300234062428050,2015,263.105,84.359,115.421,358.17,1101.36,0.310855,-0.00992843,0.310696,0.310696
300234062428050,2015,263.146,84.3508,115.374,353.981,990.462,0.273005,-0.0286255,0.2715,0.2715
300234062428050,2015,263.188,84.3434,115.332,357.791,903.465,0.255,-0.00982938,0.25481,0.25481
300234062428050,2015,263.229,84.3363,115.299,3.29,840.197,0.231523,0.013287,0.231142,0.231142
300234062428050,2015,263.271,84.3294,115.274,9.18616,787.679,0.217111,0.0346602,0.214327,0.214327
300234062428050,2015,263.312,84.3225,115.258,14.5086,793.087,0.223846,0.056079,0.216708,0.216708
300234062428050,2015,263.355,84.3155,115.248,19.5771,783.05,0.210781,0.0706274,0.198596,0.198596
300234062428050,2015,263.396,84.3083,115.24,18.9532,828.724,0.233971,0.0759928,0.221286,0.221286
300234062428050,2015,263.438,84.3009,115.229,14.2653,839.004,0.236806,0.0583519,0.229504,0.229504
300234062428050,2015,263.48,84.2937,115.211,8.56294,813.164,0.218887,0.0325913,0.216447,0.216447
300234062428050,2015,263.521,84.2871,115.187,2.00968,750.488,0.211883,0.00743039,0.211752,0.211752
300234062428050,2015,263.562,84.2813,115.158,354.849,695.856,0.196403,-0.017632,0.19561,0.19561
300234062428050,2015,263.605,84.2764,115.126,348.597,609.012,0.163933,-0.0324116,0.160697,0.160697
300234062428050,2015,263.646,84.2724,115.096,346.812,510.048,0.144,-0.032852,0.140202,0.140202
300234062428050,2015,263.688,84.269,115.069,347.941,446.387,0.120158,-0.0251031,0.117506,0.117506
300234062428050,2015,263.731,84.2659,115.048,353.763,390.517,0.110222,-0.0119746,0.10957,0.10957
300234062428050,2015,263.771,84.2629,115.034,5.535,354.178,0.0999937,0.00964477,0.0995275,0.0995275
300234062428050,2015,263.813,84.2598,115.026,15.7715,360.897,0.0971458,0.0264044,0.0934886,0.0934886
300234062428050,2015,263.856,84.2564,115.022,21.8319,401.369,0.113285,0.0421291,0.10516,0.10516
300234062428050,2015,263.896,84.2527,115.019,18.3884,425.848,0.120228,0.0379268,0.114089,0.114089
300234062428050,2015,263.938,84.2488,115.012,12.8243,455.495,0.128562,0.0285358,0.125355,0.125355
300234062428050,2015,263.98,84.2446,115.001,6.78853,515.51,0.138765,0.0164027,0.137792,0.137792
300234062428050,2015,264.021,84.2403,114.983,358.719,521.112,0.147124,-0.0032903,0.147087,0.147087
300234062428050,2015,264.062,84.2364,114.96,348.108,500.362,0.141225,-0.0291012,0.138195,0.138195
300234062428050,2015,264.104,84.2331,114.932,340.496,467.127,0.128721,-0.0429766,0.121334,0.121334
300234062428050,2015,264.146,84.2306,114.903,329.848,388.033,0.106955,-0.0537233,0.0924834,0.0924834
300234062428050,2015,264.188,84.2288,114.874,323.733,368.313,0.103955,-0.0614949,0.0838156,0.0838156
