135.5156078,122.9679197,117.7877982,79.18787325,75.8781725,71.10020476,94.68028573,103.9685696,139.1619541,154.6084801,136.5799215,139.3394525,114.2313533
140.9594366,146.4238593,138.658692,133.3856256,147.9012445,139.6396417,119.2242876,141.3734876,127.6395961,78.82439957,86.42649403,58.80449926,121.6051053
57.47986422,70.51922298,89.33642607,126.7082247,114.4092305,93.35569962,112.8053662,111.5154231,83.39733344,74.88007799,77.00459713,65.90561924,89.77642376
68.04850853,84.39510041,77.89082691,80.40152567,87.68293918,91.57157468,89.84837374,93.58847422,96.03997722,85.19053906,84.45088136,75.79233794,84.57508824
73.13126034,78.87648068,86.66903306,77.85825967,78.94068832,80.84094667,88.20707154,82.34020427,82.00134242,80.30776413,88.0226612,77.82865398,81.25203052
96.68691103,103.8975302,82.08723297,95.37172666,95.79593065,104.8194343,98.82529276,90.66197495,105.1268422,97.75286801,93.72511083,66.47871307,94.26913064
91.73654225,85.10333152,85.4410424,91.57248225,99.50340371,104.1623235,99.32936989,77.71909024,107.4292109,88.13051932,84.21996737,69.69624557,90.33696074
78.23792292,88.38242792,96.67637142,84.49418533,84.84146951,95.68039222,93.97957536,91.72852858,94.00502034,121.6498472,120.2722966,96.32277933,95.52256806
119.6071718,131.3437594,146.2806476,147.4974859,137.4408202,133.4629772,146.9162144,115.4581526,111.6901053,105.6841472,97.6940652,100.7183488,124.4828246
82.50411306,107.8630478,121.8876127,159.8385745,127.1987934,93.92272807,100.5759579,81.27446948,83.5690904,87.48954787,84.75251064,94.12677042,102.0836013
72.82179031,93.88397253,106.331317,103.2346605,127.4066781,97.10976774,96.80204874,100.090972,111.4539689,99.83566859,128.9909153,113.5197598,104.2901266
101.2350033,151.1577165,106.6848594,118.1624358,106.9590593,113.7760631,109.0155988,129.7002111,150.0929073,178.6154201,127.3810128,119.2651595,126.0037872
93.16367768,105.4011974,104.6443217,108.142755,106.9965358,101.6201461,104.1841202,101.6182965,107.6339457,104.4141066,100.7933695,89.81652828, 
