1979,0
1980,0
1981,0
1982,0
1983,0
1984,0
1985,0
1986,0
1987,0
1988,0
1989,0
1990,0
1991,0
1992,0
1993,0
1994,0
1995,0
1996,0
1997,0
1998,0
1999,0
2000,0
2001,0
2002,1
2003,2
2004,2
2005,2
2006,3
2007,8
2008,7
2009,7
2010,12
2011,42
2012,94
2013,108
2014,310
2015,259
2016,237
2017,169
2018,231
2019,400
2020,572
2021,593
2022,496
2023,393
2024,410
2025,209
